np_type	FBbt_id	FBbt_name	pub	comment	notes	notes_2
SMP377						
SMP378						
SMP379						
SMP380						
SMP381						
SMP382						
SMP383						
SMP384						
SMP385						
SMP386						
SMP387						
SMP388						
SMP389						
SMP390						
SMP391						
SMP392						
SMP393						
SMP394						
SMP395						
SMP396						
SMP397						
SMP398						
SMP399						
SMP400						
SMP401						
SMP402						
SMP403						
SMP404						
SMP405						
SMP406						
SMP407						
SMP408						
SMP408_a						
SMP408_b						
SMP408_c						
SMP408_d						
SMP409						
SMP410						
SMP411						
SMP412						
SMP413						
SMP414						
SMP415						
SMP416						
SMP417						
SMP418						
SMP419						
SMP420						
SMP421						
SMP422						
SMP423						
SMP424						
SMP425						
SMP426						
SMP427						
SMP428						
SMP429						
SMP430						
SMP431						
SMP432_a						
SMP432_b						
SMP433						
SMP434						
SMP435						
SMP436						
SMP437						
SMP438						
SMP439						
SMP440						
SMP441						
SMP442						
SMP443						
SMP444						
SMP445						
SMP446						
SMP447						
SMP448						
SMP449						
SMP450						
SMP451						
SMP452						
SMP453						
SMP454						
SMP455						
SMP456						
SMP457						
SMP458						
SMP459						
SMP460						
SMP461						
SMP462						
SMP463						
SMP464						
SMP465						
SMP466						
SMP467						
SMP468						
SMP469						
SMP470						
SMP471						
SMP472						
SMP473						
SMP474						
SMP475						
SMP476						
SMP477						
SMP478						
SMP479						
SMP480						
SMP481						
SMP482						
SMP483						
SMP484						
SMP485						
SMP486_a						
SMP486_b						
SMP486_c						
SMP486_d						
SMP486_e						
SMP486_f						
SMP487						
SMP488						
SMP489						
SMP490						
SMP491						
SMP492						
SMP493						
SMP494						
SMP495						
SMP496						
SMP497						
SMP498						
SMP499						
SMP500						
SMP501						
SMP502						
SMP503						
SMP504						
SMP505						
SMP506						
SMP507						
SMP508						
SMP509						
SMP510						
SMP511						
SMP512						
SMP513						
SMP514						
SMP515						
SMP516						
SMP517						
SMP518						
SMP519						
SMP520						
SMP521						
SMP522						
SMP523						
SMP524						
SMP525						
SMP526						
SMP527						
SMP528						
SMP529						
SMP530						
SMP531						
SMP532						
SMP533						
SMP534						
SMP535						
SMP536						
SMP537						
SMP538						
SMP539						
SMP540						
SMP541						
SMP542						
SMP543						
SMP544						
SMP545						
SMP546						
SMP547						
SMP548						
SMP549						
SMP550						
SMP551						
SMP552						
SMP553						
SMP554						
SMP555						
SMP556						
SMP557						
SMP558						
SMP559						
SMP560						
SMP561						
SMP562						
SMP563						
SMP564						
SMP565						
SMP566						
SMP567						
SMP568_a						
SMP568_b						
SMP568_c						
SMP568_d						
SMP569						
SMP570						
SMP571						
SMP572						
SMP573						
SMP574						
SMP575						
SMP576						
SMP577						
SMP578						
SMP579						
SMP580						
SMP581						
SMP582						
SMP583						
SMP584						
SMP585						
SMP586						
SMP587						
SMP588						
SMP589						
SMP590						
SMP591						
SMP592						
SMP593						
SMP594						
SMP595						
SMP596						
SMP597						
SMP598						
SMP599						
SMP600						
SMP601						
SMP602						
SMP603						
SMP604						
SpsP	FBbt:00111514	SPS-PB neuron	FlyBase:FBrf0240744			
TRN_VP1m	FBbt:00047226	adult olfactory receptor neuron Ir40a VP1			assuming 1 TRN per glomerulus	
TRN_VP2	FBbt:00007575	aristal sensory neuron VP2			assuming 1 TRN per glomerulus	
TRN_VP3	FBbt:00005918	thermosensory neuron			specificity	2 types - arista or sacculus
TuBu01	FBbt:00047047	adult TuBu neuron				
TuBu02	FBbt:00047047	adult TuBu neuron				
TuBu03	FBbt:00047047	adult TuBu neuron				
TuBu04	FBbt:00047047	adult TuBu neuron				
TuBu05	FBbt:00047047	adult TuBu neuron				
TuBu06	FBbt:00047047	adult TuBu neuron				
TuBu07	FBbt:00047047	adult TuBu neuron				
TuBu08	FBbt:00047047	adult TuBu neuron				
TuBu09	FBbt:00047047	adult TuBu neuron				
TuBu10	FBbt:00047047	adult TuBu neuron				
TuTuA					new	
TuTuB_a					new	
TuTuB_b					new	
V_ilPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
V_l2PN	FBbt:00047312	adult uniglomerular antennal lobe projection neuron lPN			specificity	
v2LN2	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN30	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN31	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN32	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN33	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN34A	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN34B	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN34C	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN34D	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN34E	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN34F	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN35	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN36	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN37	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN38	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN39A	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN39B	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN3A	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN3B	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN4	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN40	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN41	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN42	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN43	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN44	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN45	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN46	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN47	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN48	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN49	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN5	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
v2LN50	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
VA1d_adPN	FBbt:00067357	adult antennal lobe projection neuron VA1d adPN				
VA1d_vPN	FBbt:00007414	adult multiglomerular antennal lobe projection neuron vPN			specificity	
VA1v_adPN	FBbt:00067361	adult antennal lobe projection neuron VA1v adPN				
VA1v_vPN	FBbt:00067371	adult antennal lobe projection neuron VA1v vPN				
VA2_adPN	FBbt:00067352	adult antennal lobe projection neuron VA2 adPN				
VA3_adPN	FBbt:00067356	adult antennal lobe projection neuron VA3 adPN				
VA4_lPN	FBbt:00007446	adult antennal lobe projection neuron VA4 lPN				
VA5_lPN	FBbt:00067366	adult antennal lobe projection neuron VA5 lPN				
VA6_adPN	FBbt:00007447	adult antennal lobe projection neuron VA6 adPN				
VA7l_adPN	FBbt:00007448	adult antennal lobe projection neuron VA7l adPN				
VA7m_lPN	FBbt:00067365	adult antennal lobe projection neuron VA7m lPN				
VC1_lPN	FBbt:00007476	adult antennal lobe projection neuron VC1 lPN				
VC2_lPN	FBbt:00007449	adult antennal lobe projection neuron VC2 lPN				
VC3l_adPN	FBbt:00100368	adult uniglomerular antennal lobe projection neuron adPN			specificity	
VC3m_lvPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VC4_adPN	FBbt:00100383	adult antennal lobe projection neuron VC4 adPN				
VC5_adPN	FBbt:00100368	adult uniglomerular antennal lobe projection neuron adPN			specificity	
VC5_lvPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VCH	FBbt:00048127	ventral centrifugal horizontal neuron				
vDeltaA_a					?	
vDeltaA_b					?	
vDeltaB					?	
vDeltaC					?	
vDeltaD					?	
vDeltaE					?	
vDeltaF					?	
vDeltaG					?	
vDeltaH					?	
vDeltaI					?	
vDeltaJ					?	
vDeltaK					?	
vDeltaL					?	
vDeltaM					?	
VES001						
VES002						
VES003						
VES004						
VES005						
VES006						
VES007						
VES008						
VES009						
VES010						
VES011						
VES012						
VES013						
VES014						
VES015						
VES016						
VES017						
VES018						
VES019						
VES020						
VES021						
VES022						
VES023						
VES024						
VES025						
VES026						
VES027						
VES028						
VES029						
VES030						
VES031						
VES032						
VES033						
VES034_a						
VES034_b						
VES035						
VES036						
VES037						
VES038						
VES039						
VES040						
VES041						
VES042						
VES043						
VES044						
VES045						
VES046						
VES047						
VES048						
VES049						
VES050						
VES051						
VES052						
VES053						
VES054						
VES055						
VES056						
VES057						
VES058						
VES059						
VES060						
VES061						
VES062						
VES063						
VES064						
VES065						
VES066						
VES067						
VES068						
VES069						
VES070						
VES071						
VES072						
VES073						
VES074						
VES075						
VES076						
VES077						
VES078						
VES079						
VES080						
VES081						
VES082						
VES083						
VES084						
VL1_ilPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VL1_vPN	FBbt:00007444	adult antennal lobe projection neuron VL1 vPN				
VL2a_adPN	FBbt:00100380	adult antennal lobe projection neuron VL2a adPN				
VL2p_adPN	FBbt:00007450	adult antennal lobe projection neuron VL2p adPN				
VL2p_vPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
vLN24	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
vLN25	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
vLN26	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
vLN27	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
vLN28	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
vLN29	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
VM1_lPN	FBbt:00007452	adult antennal lobe projection neuron VM1 lPN				
VM2_adPN	FBbt:00067359	adult antennal lobe projection neuron VM2 adPN				
VM3_adPN	FBbt:00100481	adult antennal lobe projection neuron VM3 adPN				
VM4_adPN	FBbt:00100378	adult antennal lobe projection neuron VM4 adPN				
VM4_lvPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VM5d_adPN	FBbt:00100385	adult antennal lobe projection neuron VM5d adPN				
VM5v_adPN	FBbt:00100386	adult antennal lobe projection neuron VM5v adPN				
VM7v_adPN	FBbt:00007454	adult antennal lobe projection neuron VM7v adPN				
VP1d_il2PN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP1d+VP4_l2PN1	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP1d+VP4_l2PN2	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP1l+_lvPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP1l+VP3_ilPN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP1m_l2PN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP1m+_lvPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP1m+VP2_lvPN1	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP1m+VP2_lvPN2	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP1m+VP5_ilPN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP2_adPN	FBbt:00100368	adult uniglomerular antennal lobe projection neuron adPN			specificity	
VP2_l2PN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP2+_adPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP2+VC5_l2PN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP2+Z_lvPN	FBbt:00067123	adult antennal lobe projection neuron			specificity	
VP3+_l2PN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP3+_vPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP3+VP1l_ivPN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP4_vPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP4+_vPN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP4+VL1_l2PN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP5+_l2PN	FBbt:00007440	adult uniglomerular antennal lobe projection neuron			specificity	
VP5+VP2_l2PN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP5+VP3_l2PN	FBbt:00007441	adult multiglomerular antennal lobe projection neuron			specificity	
VP5+Z_adPN	FBbt:00067123	adult antennal lobe projection neuron			specificity	
vpoDN					?	
vpoEN					?	
VS	FBbt:00007516	vertical system neuron				
WED001						
WED002						
WED003						
WED004						
WED005						
WED006						
WED007						
WED008						
WED009						
WED010						
WED011						
WED012						
WED013						
WED014						
WED015						
WED016						
WED017						
WED018						
WED019						
WED020_a						
WED020_b						
WED021						
WED022						
WED023						
WED024						
WED025						
WED026						
WED027						
WED028						
WED029						
WED030						
WED031						
WED032						
WED033_a						
WED033_b						
WED034						
WED035						
WED036_a						
WED036_b						
WED037						
WED038						
WED039						
WED040_a						
WED040_b						
WED040_c						
WED041						
WED042						
WED043						
WED044						
WED045						
WED046						
WED047						
WED048						
WED049						
WED050						
WED051						
WED052						
WED053						
WED054						
WED055_a						
WED055_b						
WED056						
WED057						
WED058						
WED059						
WED060						
WED061						
WED062						
WED063_a						
WED063_b						
WED064						
WED065						
WED066						
WED067						
WED068						
WED069						
WED070						
WED071						
WED072						
WED073						
WED074						
WED075						
WED076						
WED077						
WED078						
WED079						
WED080						
WED081						
WED082						
WED083						
WED084						
WED085						
WED086						
WED087						
WED088						
WED089						
WED090						
WED091						
WED092						
WED093						
WED094						
WED095						
WED096						
WED097						
WED098						
WED099						
WED100						
WED101						
WED102						
WED103						
WED104						
WED105						
WED106						
WED107						
WED108						
WED109						
WED110						
WED111						
WED112						
WED113						
WED114						
WED115						
WED116						
WED117						
WED118_a						
WED118_b						
WED119						
WED120						
WED121						
WED122						
WED123						
WED124						
WED125						
WED126						
WED127						
WED128						
WED129						
WED130						
WED131						
WED132						
WED133						
WED134						
WED135						
WED136						
WED137						
WED138						
WED139						
WED140						
WED141						
WED142						
WED143						
WED144						
WED145						
WED146						
WED147						
WED148						
WED149						
WED150						
WED151						
WED152						
WED153						
WED154						
WED155						
WED156						
WED157						
WED158						
WED159						
WED160						
WED161_a						
WED161_b						
WED162						
WED163						
WED164						
WED165						
WED166_a						
WED166_b						
WED166_c						
WED166_d						
WED167						
WED168						
WED169						
WED170						
WED171						
WED172						
WED173						
WED174						
WED175						
WED176						
WED177						
WED178						
WED179						
WED180						
WED181						
WED182						
WED183						
WEDPN10A	FBbt:00048516	wedge projection neuron			specificity	
WEDPN10B	FBbt:00048516	wedge projection neuron			specificity	
WEDPN11	FBbt:00048516	wedge projection neuron			specificity	
WEDPN12	FBbt:00048516	wedge projection neuron			specificity	
WEDPN13	FBbt:00048516	wedge projection neuron			specificity	
WEDPN14	FBbt:00048516	wedge projection neuron			specificity	
WEDPN15	FBbt:00048516	wedge projection neuron			specificity	
WEDPN16_a	FBbt:00048516	wedge projection neuron			specificity	
WEDPN16_b	FBbt:00048516	wedge projection neuron			specificity	
WEDPN16_c	FBbt:00048516	wedge projection neuron			specificity	
WEDPN16_d	FBbt:00048516	wedge projection neuron			specificity	
WEDPN17_a	FBbt:00048516	wedge projection neuron			specificity	
WEDPN17_b	FBbt:00048516	wedge projection neuron			specificity	
WEDPN17_c	FBbt:00048516	wedge projection neuron			specificity	
WEDPN18	FBbt:00048516	wedge projection neuron			specificity	
WEDPN19	FBbt:00048516	wedge projection neuron			specificity	
WEDPN1A_a	FBbt:00049454	adult WED-PN1 lateral horn input neuron				
WEDPN1A_b	FBbt:00049454	adult WED-PN1 lateral horn input neuron				
WEDPN1B	FBbt:00049454	adult WED-PN1 lateral horn input neuron				
WEDPN2A	FBbt:00049455	adult WED-PN2 lateral horn input neuron				
WEDPN2B	FBbt:00049455	adult WED-PN2 lateral horn input neuron				
WEDPN3	FBbt:00049456	adult WED-PN3 lateral horn input neuron				
WEDPN4	FBbt:00049457	adult WED-PN4 lateral horn input neuron				
WEDPN5	FBbt:00049458	adult WED-PN5 lateral horn input neuron				
WEDPN6A	FBbt:00049459	adult WED-PN6 lateral horn input neuron				
WEDPN6B	FBbt:00049459	adult WED-PN6 lateral horn input neuron				
WEDPN6C	FBbt:00049459	adult WED-PN6 lateral horn input neuron				
WEDPN7A	FBbt:00048516	wedge projection neuron			specificity	
WEDPN7B	FBbt:00048516	wedge projection neuron			specificity	
WEDPN7C	FBbt:00048516	wedge projection neuron			specificity	
WEDPN8A	FBbt:00048516	wedge projection neuron			specificity	
WEDPN8B	FBbt:00048516	wedge projection neuron			specificity	
WEDPN8C	FBbt:00048516	wedge projection neuron			specificity	
WEDPN8D	FBbt:00048516	wedge projection neuron			specificity	
WEDPN9	FBbt:00048516	wedge projection neuron			specificity	
Z_lvPNm1	FBbt:00067123	adult antennal lobe projection neuron			specificity	
Z_vPNml1	FBbt:00067123	adult antennal lobe projection neuron			specificity	
