np_type	FBbt_id	FBbt_name	pub	comment	notes	notes_2
FB2B_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2B_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2F_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2F_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2F_c	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2G_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2G_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2H_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2H_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2I_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2I_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2J	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2K	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2L	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB2M	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB3A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB3B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB3C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB3D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB3E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4F_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4F_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4G	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4H	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4I	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4J	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4K	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4L	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4M	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4N	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4O	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4P_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4P_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4Q_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4Q_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4R	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4X	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4Y	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB4Z	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5AA	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5AB	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5F	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5G	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5H	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5I	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5J	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5K	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5L	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5M	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5N	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5O	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5P	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5Q	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5R	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5S	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5T	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5U	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5V	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5W	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5X	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5Y	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB5Z	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6C_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6C_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6F	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6G	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6H	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6I	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6J	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6K	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6L	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6M	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6N	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6O	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6P	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6Q	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6R	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6S	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6T	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6U	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6V	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6W	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6X	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6Y	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB6Z	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7F	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7G	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7H	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7I	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7J	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7K	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7L	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB7M	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8B	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8C	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8D	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8E	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8F_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8F_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8G	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8H	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB8I	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9A	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9B_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9B_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9B_c	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9B_d	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9B_e	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9C_a	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FB9C_b	FBbt:00003657	fan-shaped neuron		FB = fan-shaped body tangential neuron based on personal communication from Tanya Wolff.	specificity	
FC1A					new	FB-CRE
FC1B					new	FB-CRE
FC1C					new	FB-CRE
FC1D					new	FB-CRE
FC1E					new	FB-CRE
FC1F					new	FB-CRE
FC2A					new	FB-CRE
FC2B					new	FB-CRE
FC2C					new	FB-CRE
FC3					new	FB-CRE
FR1					new	FB-RUB
FR2					new	FB-RUB
FS1A					new	FB-SMP
FS1B					new	FB-SMP
FS2					new	FB-SMP
FS3					new	FB-SMP
FS4A					new	FB-SMP
FS4B					new	FB-SMP
FS4C					new	FB-SMP
Giant Fiber	FBbt:00004020	giant fiber neuron				
GLNO					?	LG-N
H1	FBbt:00047991	lobula plate tangential neuron H1				
H2	FBbt:00003907	lobula plate tangential neuron		Based on H1.	specificity	mapped based on H1
HBeyelet	FBbt:00005740	eyelet photoreceptor				
hDeltaA					?	
hDeltaB					?	
hDeltaC					?	
hDeltaD					?	
hDeltaE					?	
hDeltaF					?	
hDeltaG					?	
hDeltaH					?	
hDeltaI					?	
hDeltaJ					?	
hDeltaK					?	
hDeltaL					?	
hDeltaM					?	
HRN_VP1d	FBbt:00005923	hygrosensory neuron			specificity	
HRN_VP1l	FBbt:00005923	hygrosensory neuron			specificity	
HRN_VP4	FBbt:00047225	adult olfactory receptor neuron Ir40a VP4				assuming 1 HRN per glomerulus
HRN_VP5	FBbt:00047222	adult olfactory receptor neuron Ir68a				assuming 1 HRN per glomerulus
HSE	FBbt:00003919	equatorial giant horizontal cell HSE				
HSN	FBbt:00003918	dorsal giant horizontal cell HSN				
HSS	FBbt:00003920	ventral giant horizontal cell HSS				
IB001						
IB002						
IB003						
IB004						
IB005						
IB006						
IB007						
IB008						
IB009						
IB010						
IB011						
IB012						
IB013						
IB014						
IB015						
IB016						
IB017						
IB018						
IB019						
IB020						
IB021						
IB022						
IB023						
IB024						
IB025						
IB026						
IB027						
IB028						
IB029						
IB030						
IB031						
IB032						
IB033						
IB034						
IB035						
IB036						
IB037						
IB038						
IB039						
IB040						
IB041						
IB042						
IB043						
IB044						
IB045						
IB046						
IB047						
IB048						
IB049						
IB050						
IB051						
IB052						
IB053						
IB054						
IB055						
IB056						
IB057						
IB058						
IB059						
IB060						
IB061						
IB062						
IB063						
IB064						
IB065						
IB066						
IB067						
IB068						
IB069						
IB070						
IB071						
IB072						
IB073						
IB074						
IB075						
IB076						
IB077						
IB078						
IB079						
IB080						
IB081						
IB082						
IB083						
IB084						
IB085						
IB086						
IB087						
IB088						
IB089						
IB090						
IB091						
IB092						
IB093						
IB094						
IB095						
IB096						
IB097						
IB098						
IB099						
IB100						
IB101						
IB102						
IB103						
IB104						
IB105						
IB106						
IB107						
IB108						
IB109						
IB110						
IB111						
IB112						
IB113						
IB114						
IB115						
IB116						
IB117						
IB118						
IB119						
IbSpsP	FBbt:00111383	CCP-VMP-PB neuron	FlyBase:FBrf0240744			
il3LN6	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
JO-A/B/C	FBbt:00100000	Johnston organ neuron			specificity	
KCa'b'-ap1	FBbt:00100250	alpha\'/beta\' anterior-posterior Kenyon cell			specificity	
KCa'b'-ap2	FBbt:00100250	alpha\'/beta\' anterior-posterior Kenyon cell			specificity	
KCa'b'-m	FBbt:00100253	alpha\'/beta\' middle Kenyon cell				
KCab-c	FBbt:00110929	alpha/beta core Kenyon cell				
KCab-m	FBbt:00100248	alpha/beta Kenyon cell			specificity	
KCab-p	FBbt:00110931	alpha/beta posterior Kenyon cell				
KCab-s	FBbt:00110930	alpha/beta surface Kenyon cell				
KCg-d	FBbt:00110932	gamma dorsal Kenyon cell				
KCg-m	FBbt:00111061	gamma main Kenyon cell				
KCg-s1	FBbt:00100247	gamma Kenyon cell			specificity	
KCg-s2	FBbt:00100247	gamma Kenyon cell			specificity	
KCg-s3	FBbt:00100247	gamma Kenyon cell			specificity	
KCg-s4	FBbt:00100247	gamma Kenyon cell			specificity	
KCg-t	FBbt:00100247	gamma Kenyon cell			specificity	
l-LNv	FBbt:00003763	l-LNv neuron				
l2LN18	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
l2LN19	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
l2LN20	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
l2LN21	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
l2LN22	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
l2LN23	FBbt:00007390	local interneuron of adult antennal lobe			specificity	
LAL001						
LAL002						
LAL003						
LAL004						
LAL005						
LAL006						
LAL007						
LAL008						
LAL009						
LAL010						
LAL011						
LAL012						
LAL013						
LAL014						
LAL015						
LAL016						
LAL017						
LAL018						
LAL019						
LAL020						
LAL021						
LAL022						
LAL023						
LAL024						
LAL025						
LAL026						
LAL027						
LAL028						
LAL029						
LAL030_a						
LAL030_b						
LAL031						
LAL032						
LAL033						
LAL034						
LAL035						
LAL036						
LAL037						
LAL038						
LAL039						
LAL040						
LAL041						
LAL042						
LAL043						
LAL044						
LAL045						
LAL046						
LAL047						
LAL048						
LAL049						
LAL050						
LAL051						
LAL052						
LAL053						
LAL054						
LAL055						
LAL056						
LAL057						
LAL058						
LAL059						
LAL060						
LAL061						
LAL062						
LAL063						
LAL064						
LAL065						
LAL066						
LAL067						
LAL068						
LAL069						
LAL070						
LAL071						
LAL072						
LAL073						
LAL074						
LAL075						
LAL076						
LAL077						
LAL078						
LAL079						
LAL080						
LAL081						
LAL082						
LAL083						
LAL084						
LAL085						
LAL086						
LAL087						
LAL088						
LAL089						
LAL090						
LAL091						
LAL092						
LAL093						
LAL094						
LAL095						
LAL096						
LAL097						
LAL098						
LAL099						
LAL100						
LAL101						
LAL102						
LAL103						
LAL104						
LAL105						
LAL106						
LAL107						
LAL108						
LAL109						
LAL110						
LAL111						
LAL112						
LAL113						
LAL114						
LAL115						
LAL116						
LAL117						
LAL118						
LAL119						
LAL120						
LAL121						
LAL122						
LAL123						
LAL124						
LAL125						
LAL126						
LAL127						
LAL128						
LAL129						
LAL130						
LAL131						
LAL132						
LAL133						
LAL134						
LAL135						
LAL136_a						
LAL136_b						
LAL137						
LAL138						
LAL139						
LAL140						
LAL141						
LAL142						
LAL143						
LAL144						
LAL145						
LAL146						
LAL147						
LAL148						
LAL149						
LAL150						
LAL151						
LAL152						
LAL153						
LAL154						
LAL155						
LAL156						
LAL157						
LAL158						
LAL159						
LAL160						
LAL161						
LAL162						
LAL163						
LAL164						
LAL165						
LAL166						
LAL167						
LAL168						
LAL169						
LAL170						
LAL171						
LAL172						
LAL173						
LAL174						
LAL175						
LAL176						
LAL177						
LAL178						
LAL179						
LAL180						
LAL181						
LAL182						
LAL183						
LAL184						
LAL185						
LAL186						
LAL187						
LAL188						
LAL189						
LAL190						
LAL191						
LAL192						
LAL193						
LAL194						
LAL195						
LAL196						
LAL197						
LAL198						
LAL199						
LAL200						
LAL201						
LAL202						
LAL203						
LAL204						
LC10	FBbt:00100482	lobula columnar neuron LC10				
LC11	FBbt:00100483	lobula columnar neuron LC11				
LC12	FBbt:00100484	lobula columnar neuron LC12				
LC13	FBbt:00100485	lobula columnar neuron LC13				
LC14	FBbt:00100486	lobula columnar neuron LC14				
LC15	FBbt:00111750	lobula columnar neuron LC15				
LC16	FBbt:00111751	lobula columnar neuron LC16				
LC17	FBbt:00111752	lobula columnar neuron LC17				
LC18	FBbt:00111753	lobula columnar neuron LC18				
LC20	FBbt:00111755	lobula columnar neuron LC20				
LC21	FBbt:00111756	lobula columnar neuron LC21				
LC22	FBbt:00111757	lobula columnar neuron LC22				
LC24	FBbt:00111759	lobula columnar neuron LC24				
LC25	FBbt:00111760	lobula columnar neuron LC25				
LC26	FBbt:00111761	lobula columnar neuron LC26				
LC27	FBbt:00003870	lobula columnar neuron			specificity	
LC28a	FBbt:00003870	lobula columnar neuron			specificity	
LC28b	FBbt:00003870	lobula columnar neuron			specificity	
LC29	FBbt:00003870	lobula columnar neuron			specificity	
LC31	FBbt:00003870	lobula columnar neuron			specificity	
LC32	FBbt:00003870	lobula columnar neuron			specificity	
LC33	FBbt:00003870	lobula columnar neuron			specificity	
LC34	FBbt:00003870	lobula columnar neuron			specificity	
LC35	FBbt:00003870	lobula columnar neuron			specificity	
LC36	FBbt:00003870	lobula columnar neuron			specificity	
LC37a	FBbt:00003870	lobula columnar neuron			specificity	
LC37b	FBbt:00003870	lobula columnar neuron			specificity	
LC38	FBbt:00003870	lobula columnar neuron			specificity	
LC39	FBbt:00003870	lobula columnar neuron			specificity	
LC4	FBbt:00003874	lobula columnar neuron Lcn4				
LC40a	FBbt:00003870	lobula columnar neuron			specificity	
LC40b	FBbt:00003870	lobula columnar neuron			specificity	
LC41	FBbt:00003870	lobula columnar neuron			specificity	
LC43	FBbt:00003870	lobula columnar neuron			specificity	
LC44	FBbt:00003870	lobula columnar neuron			specificity	
LC45a	FBbt:00003870	lobula columnar neuron			specificity	
LC45b	FBbt:00003870	lobula columnar neuron			specificity	
LC46a	FBbt:00003870	lobula columnar neuron			specificity	
LC46b	FBbt:00003870	lobula columnar neuron			specificity	
LC6	FBbt:00003876	lobula columnar neuron Lcn6				
LC9	FBbt:00100480	lobula columnar neuron LC9				
LCNOp	FBbt:00049139	adult LC-NP neuron	FlyBase:FBrf0240744	Mapping aided by personal communication from Tanya Wolff.		
LCNOpm	FBbt:00049138	adult LC-NPM neuron	FlyBase:FBrf0240744	Mapping aided by personal communication from Tanya Wolff.		
LHAD1a1	FBbt:00049318	adult AD1a1 neuron				
LHAD1a2_a	FBbt:00049319	adult AD1a2 neuron				
LHAD1a2_b	FBbt:00049319	adult AD1a2 neuron				
LHAD1a2_c	FBbt:00049319	adult AD1a2 neuron				
LHAD1a3	FBbt:00049320	adult AD1a3 neuron				
LHAD1a4_a	FBbt:00049321	adult AD1a4 neuron				
LHAD1a4_b	FBbt:00049321	adult AD1a4 neuron				
LHAD1b1_a	FBbt:00049322	adult AD1b1 neuron				
LHAD1b1_b	FBbt:00049322	adult AD1b1 neuron				
LHAD1b2_a	FBbt:00049323	adult AD1b2 neuron				
LHAD1b2_b	FBbt:00049323	adult AD1b2 neuron				
LHAD1b2_c	FBbt:00049323	adult AD1b2 neuron				
LHAD1b2_d	FBbt:00049323	adult AD1b2 neuron				
LHAD1b3					new	
LHAD1b4					new	
LHAD1b5					new	
LHAD1b6_a					new	
LHAD1b6_b					new	
LHAD1c1_a	FBbt:00049324	adult AD1c1 neuron				
LHAD1c1_b	FBbt:00049324	adult AD1c1 neuron				
LHAD1c2					new	
LHAD1c3					new	
LHAD1d1	FBbt:00049325	adult AD1d1 neuron				
LHAD1d2					new	
LHAD1f1	FBbt:00049326	adult AD1f1 neuron				
LHAD1f2					new	
LHAD1f3_a					new	
LHAD1f3_b					new	
LHAD1f4					new	
LHAD1f5					new	
LHAD1g1					new	
LHAD1h1					new	
LHAD1i1					new	
LHAD1i2_a					new	
LHAD1i2_b					new	
LHAD1j1					new	
LHAD1k1					new	
LHAD2b1	FBbt:00049328	adult AD2b1 neuron				
LHAD2c1					new	
LHAD2c2					new	
LHAD2c3					new	
LHAD2d1					new	
LHAD2e1					new	
LHAD2e2					new	
LHAD2e3					new	
LHAD2f1					new	
LHAD3a1					new	
LHAD3a10_a					new	
