ID	CLASS_TYPE	RDF_Type	Symbol	ref1	Synonym_gr	ref2	Synonym_en	ref3
FBbt:00067009	subclass	owl:Class	ORN_VM3		ORN_VM3			
FBbt:00110018	subclass	owl:Class	ORN_VM4		ORN_VM4			
FBbt:00007389	subclass	owl:Class	ORN_VM5d		ORN_VM5d			
FBbt:00067062	subclass	owl:Class	ORN_VM5v		ORN_VM5v			
FBbt:00067042	subclass	owl:Class	ORN_VM7d		ORN_VM7d			
FBbt:00067007	subclass	owl:Class	ORN_VM7v		ORN_VM7v			
FBbt:00111056	subclass	owl:Class	P6-8P9		P6-8P9			
FBbt:00111015	subclass	owl:Class	PAM01		PAM01			
FBbt:00111016	subclass	owl:Class	PAM02		PAM02			
FBbt:00100231	subclass	owl:Class	PAM03		PAM03			
FBbt:00110993	subclass	owl:Class	PAM04		PAM04			
FBbt:00111017	subclass	owl:Class	PAM05		PAM05			
FBbt:00111018	subclass	owl:Class	PAM06		PAM06			
FBbt:00111019	subclass	owl:Class	PAM07		PAM07			
FBbt:00111020	subclass	owl:Class	PAM08		PAM08			
FBbt:00111021	subclass	owl:Class	PAM09		PAM09			
FBbt:00110994	subclass	owl:Class	PAM10		PAM10			
FBbt:00111022	subclass	owl:Class	PAM11		PAM11			
FBbt:00100230	subclass	owl:Class	PAM12		PAM12			
FBbt:00111023	subclass	owl:Class	PAM13		PAM13			
FBbt:00111024	subclass	owl:Class	PAM14		PAM14			
FBbt:00047031	subclass	owl:Class	PEG	FlyBase:FBrf0240744	PEG	FlyBase:FBrf0240744		
FBbt:00111457	subclass	owl:Class	PFGs	FlyBase:FBrf0240744	PFGs	FlyBase:FBrf0240744		
FBbt:00111396	subclass	owl:Class	PFNa	FlyBase:FBrf0240744	PFNa	FlyBase:FBrf0240744		
FBbt:00111390	subclass	owl:Class	PFNd	FlyBase:FBrf0240744	PFNd	FlyBase:FBrf0240744		
FBbt:00111513	subclass	owl:Class	PFNm	FlyBase:FBrf0240744	PFNm	FlyBase:FBrf0240744		
FBbt:00111404	subclass	owl:Class	PFNp	FlyBase:FBrf0240744	PFNp	FlyBase:FBrf0240744		
FBbt:00111512	subclass	owl:Class	PFNv	FlyBase:FBrf0240744	PFNv	FlyBase:FBrf0240744		
FBbt:00111424	subclass	owl:Class	PFR	FlyBase:FBrf0240744	PFR	FlyBase:FBrf0240744		
FBbt:00100243	subclass	owl:Class	PPL101		PPL101			
FBbt:00111025	subclass	owl:Class	PPL102		PPL102			
FBbt:00100241	subclass	owl:Class	PPL103		PPL103			
FBbt:00110321	subclass	owl:Class	PPL104		PPL104			
FBbt:00100236	subclass	owl:Class	PPL105		PPL105			
FBbt:00110320	subclass	owl:Class	PPL106		PPL106			
FBbt:00049145	subclass	owl:Class	SAF	FlyBase:FBrf0240744	SAF	FlyBase:FBrf0240744		
FBbt:00047427	subclass	owl:Class	SIFa		SIFa			
FBbt:00111514	subclass	owl:Class	SpsP	FlyBase:FBrf0240744	SpsP	FlyBase:FBrf0240744		
FBbt:00003731	subclass	owl:Class	T4					
FBbt:00003736	subclass	owl:Class	T5					
FBbt:00047226	subclass	owl:Class	TRN_VP1m		TRN_VP1m			
FBbt:00007575	subclass	owl:Class	TRN_VP2		TRN_VP2			
FBbt:00067357	subclass	owl:Class	VA1d_adPN		VA1d_adPN			
FBbt:00067361	subclass	owl:Class	VA1v_adPN		VA1v_adPN			
FBbt:00067371	subclass	owl:Class	VA1v_vPN		VA1v_vPN			
FBbt:00067352	subclass	owl:Class	VA2_adPN		VA2_adPN			
FBbt:00067356	subclass	owl:Class	VA3_adPN		VA3_adPN			
FBbt:00007446	subclass	owl:Class	VA4_lPN		VA4_lPN			
FBbt:00067366	subclass	owl:Class	VA5_lPN		VA5_lPN			
FBbt:00007447	subclass	owl:Class	VA6_adPN		VA6_adPN			
FBbt:00007448	subclass	owl:Class	VA7l_adPN		VA7l_adPN			
FBbt:00067365	subclass	owl:Class	VA7m_lPN		VA7m_lPN			
FBbt:00007476	subclass	owl:Class	VC1_lPN		VC1_lPN			
FBbt:00007449	subclass	owl:Class	VC2_lPN		VC2_lPN			
FBbt:00100383	subclass	owl:Class	VC4_adPN		VC4_adPN			
FBbt:00048127	subclass	owl:Class	VCH		VCH			
FBbt:00007444	subclass	owl:Class	VL1_vPN		VL1_vPN			
FBbt:00100380	subclass	owl:Class	VL2a_adPN		VL2a_adPN			
FBbt:00007450	subclass	owl:Class	VL2p_adPN		VL2p_adPN			
FBbt:00007452	subclass	owl:Class	VM1_lPN		VM1_lPN			
FBbt:00067359	subclass	owl:Class	VM2_adPN		VM2_adPN			
FBbt:00100481	subclass	owl:Class	VM3_adPN		VM3_adPN			
FBbt:00100378	subclass	owl:Class	VM4_adPN		VM4_adPN			
FBbt:00100385	subclass	owl:Class	VM5d_adPN		VM5d_adPN			
FBbt:00100386	subclass	owl:Class	VM5v_adPN		VM5v_adPN			
FBbt:00007454	subclass	owl:Class	VM7v_adPN		VM7v_adPN			
FBbt:00007516	subclass	owl:Class	VS					
FBbt:00047312	subclass	owl:Class	V_l2PN		V_l2PN			
FBbt:00049456	subclass	owl:Class	WEDPN3		WEDPN3			
FBbt:00049457	subclass	owl:Class	WEDPN4		WEDPN4			
FBbt:00049458	subclass	owl:Class	WEDPN5		WEDPN5			
FBbt:00110539	subclass	owl:Class	aDT4		aDT4			
FBbt:00110469	subclass	owl:Class	aSP8		aSP8			
FBbt:00100250	subclass	owl:Class	α'/β'ap KC	FlyBase:FBrf0227179	α'/β'ap KC	FlyBase:FBrf0227179	alpha'/beta'ap KC	FlyBase:FBrf0227179
FBbt:00003763	subclass	owl:Class	l-LNv					
FBbt:00007428	subclass	owl:Class	s-LNv					
